ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents   label   detailed-label,Tunnel,Traffic_Labeled,Malware
2019-09-20 10:40:18.775689984,COcVH61GY0WF2NJ7M4,192.168.1.195,123,89.221.218.101,123,udp,,0 days 00:00:00.007496,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:23:56.696110080,C9zivo1DqS5eefK7z3,192.168.1.195,23594,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:46.306326016,CGb4kb27Uec1eDBTed,162.248.88.215,62336,192.168.1.195,6667,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 23:10:27.775451904,CKqxNc2ZWMPUKO4WPh,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.005497,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:27:56.004854016,CvejP635HoIi00Fv84,162.248.88.215,62336,192.168.1.195,20000,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:37.175772928,CXO2nm2qhvFhGNd6mg,192.168.1.195,31270,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 01:14:32.770478848,C7te4ukhrB8ApdIxk,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.005537,96,672,SF,,,0,Dd,2,152,14,1064,-   Benign   -,-,Benign, -
2019-09-20 22:27:39.554795008,C6yT2L1btaPqqCdOl3,192.168.1.195,17514,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:28:00.215190784,CNwVhJ1ySzOPfrWNsa,162.248.88.215,62336,192.168.1.195,143,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:21.601001984,CoFc4Y1ORDu73ecdJi,192.168.1.195,44177,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:11.971555072,C6XMef1ERmtJ5tgADb,192.168.1.195,44224,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:25.354044928,CPiKndiP9QMhrAYAi,192.168.1.195,55944,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:58.031339776,CGzDen1j4693rV77R8,162.248.88.215,62336,192.168.1.195,5223,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 13:16:04.770176000,Ck4ayy4QpWUeNt1cSb,192.168.1.195,123,31.31.74.35,123,udp,,0 days 00:00:00.007497,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:27:44.165428992,ClCvwn2Rqx8F32djs5,162.248.88.215,62336,192.168.1.195,990,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:09.575169024,CnA3s51ckwJRm2sesj,192.168.1.195,19775,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:08.981474048,CGT5wE3llNrLjY6sw3,192.168.1.195,40068,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:30.774543104,CjQSNW3az1BoD7ps1a,162.248.88.215,62336,192.168.1.195,6669,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:17.381917952,CghHNi4ieOnuWj1jX9,162.248.88.215,62336,192.168.1.195,995,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:50.078913024,CaMm6H3MuiMcCe9dX1,162.248.88.215,62336,192.168.1.195,8080,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 14:06:42.773655808,C3qaXu1gPJI9W9IX87,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.000002,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:50.011024896,CRwNZk293iVecjuu83,162.248.88.215,62336,192.168.1.195,3128,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:54.392785152,C4NW8BUEoE2A4IqS3,162.248.88.215,62336,192.168.1.195,143,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:48.968904960,CMhh3j12arKo23rch8,192.168.1.195,10286,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:49.002289152,C9TzE44eCjT7e7SwG3,192.168.1.195,52681,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:41.943328000,CXmJaw4n71cgo1kxCb,192.168.1.195,2079,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:28:37.929088000,CP48WUyDS9erhB53j,192.168.1.195,7707,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:22.588134144,CczdHy2tycV8cum6wf,192.168.1.195,14007,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:02.676459008,COz7ZJX18TwBilRle,162.248.88.215,62336,192.168.1.195,445,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:36.587624960,Cp41bl16ggJhsZt7Ei,162.248.88.215,62336,192.168.1.195,636,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:54.815484928,C4XREj3GMVqoIqwWpg,162.248.88.215,62336,192.168.1.195,614,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 13:49:35.771346944,C6elFp4OgVRPhgEHZa,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.005497,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:26:59.772439040,CAE3Mq3PoERYpgJBQ7,192.168.1.195,42819,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:47.817070080,C5ZRxg1YmmnGDEcI6e,162.248.88.215,62336,192.168.1.195,992,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:53.834469120,C8frDr4BzG4h219LR5,162.248.88.215,62336,192.168.1.195,614,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:53.767954944,C17F094SgAIXkHCkMk,192.168.1.195,41786,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:50.776881920,CLpmZj4MH53Fz6HtMb,162.248.88.215,62336,192.168.1.195,8080,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:36.407213824,Cow71D2O3iycQWY0R6,192.168.1.195,57666,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:14.882441984,CnV24KRbqo6xFLtv6,162.248.88.215,62336,192.168.1.195,135,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:51.096878080,C7X8BP2LpX4D2kSWWe,192.168.1.195,4180,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:25.488722944,C3PlpU2s2bdb54mof9,192.168.1.195,36839,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:28:36.374135040,CZNaGR3Be12yqxpPs5,192.168.1.195,27385,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:51.233298176,Cva2B51efyeSglSvP8,192.168.1.195,55702,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:47.175880960,C5SmWsX6q6QhWWWH2,192.168.1.195,20927,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:24.563201024,CgI2Qr3VExrkiMrrMd,192.168.1.195,43868,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:16.817204992,CxcoaDWsxIU6yz1Md,192.168.1.195,56244,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:14.832932096,CJwzZ639aMZ0hJXDs6,192.168.1.195,33111,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:26.758140160,CgjEbG2rH0yHkxBNTa,162.248.88.215,62336,192.168.1.195,563,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:50.523185920,Cr1C713boBJwHGSQz4,192.168.1.195,57479,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:57.836279040,CyXCQV3TRUfdkvkyDe,192.168.1.195,3866,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:37.294950912,CYZ8B92UnmgQbjEQk5,162.248.88.215,62336,192.168.1.195,587,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:40.610460160,C50jdx2B8eQsmaprt2,162.248.88.215,62336,192.168.1.195,25,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:02.150446848,CH0sDyoFlVe3MRcQ9,162.248.88.215,62336,192.168.1.195,8080,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:26.600941056,CunfgF1DEiEoxfmd52,162.248.88.215,62336,192.168.1.195,5222,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:58.209524992,C7xHor1Nu9cuOae3s9,162.248.88.215,62336,192.168.1.195,25,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 04:27:29.772739840,CFgdfk1p5TBVuTgbEj,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.000004,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:35.749504000,C3L9tL3pU0GMo0d7S9,192.168.1.195,531,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:37.249142784,CgqCE23dNVP6uAberh,162.248.88.215,62336,192.168.1.195,5269,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:23.897079040,C7Wa0h4UhmvwAgAHe3,162.248.88.215,62336,192.168.1.195,8888,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:57.384098048,CGNyRw1lMajwm4YANe,162.248.88.215,62336,192.168.1.195,5223,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:18.008054016,CfqAnP20dV87YOgc0l,192.168.1.195,16893,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:51.590886144,CTiHiF15rBgIYm4Hxh,192.168.1.195,21410,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:42.655632896,CFU8HG1CIYBL6pizhi,192.168.1.195,62103,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:02.603270144,CWjeyH2TS6FKytuwR6,192.168.1.195,49783,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:43.509268992,CWk3T2sViz8jawXE7,162.248.88.215,62336,192.168.1.195,6666,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:37.682758144,Ca0T8945ztK3GU6tFe,192.168.1.195,40713,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:49.143811072,CLz14l2ptaZDMDstfi,162.248.88.215,62336,192.168.1.195,563,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:11.224563968,CeMwaO3ayRdXNh5wjk,162.248.88.215,62336,192.168.1.195,614,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:35.531411968,C2yUdq2ZtSxZEd1zg4,162.248.88.215,62336,192.168.1.195,1080,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:10.255819008,C6jzUS3qUmNWR4Pqr3,192.168.1.195,34,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:22.355860992,C8qpBk3XmO0NYPOCre,192.168.1.195,56131,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:13.604347904,CEMHJL2ymAUFg9z7Uh,192.168.1.195,60156,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:35.477368064,CP39HWfXH21N9xRhi,162.248.88.215,62336,192.168.1.195,5269,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:49.634641920,CXH9TZeCZ3sbEAIBk,192.168.1.195,41296,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:21.678466048,CdeiAOURLpBuMjmrf,162.248.88.215,62336,192.168.1.195,995,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:41.996861952,CXNbWg2OawzWtg0se2,192.168.1.195,1707,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:25.563968000,C0vdur12vr1ToZTNnd,192.168.1.195,37621,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:31.243309056,CW2xEC3bdmoMwGhG23,162.248.88.215,62336,192.168.1.195,143,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:56.304155136,CXb299shOZalCrite,192.168.1.195,41771,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:56.754921984,C1bbOD2Z7prIo2YXkl,192.168.1.195,59583,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:39.535805952,CrwwBAlkoVuHZjbi2,192.168.1.195,39324,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:46.676642816,CnceUt16U5LHxlJpha,192.168.1.195,48781,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:00.352086016,C5u0hh7hE3zIBg7A9,162.248.88.215,62336,192.168.1.195,25,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:06.088709120,C1owf2deUFmRRgyu1,162.248.88.215,62336,192.168.1.195,2811,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:54.641904128,CFkqcR2TY931cCkvsb,192.168.1.195,47459,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:36.562992128,C0P6Xs0BElsVymCEa,162.248.88.215,62336,192.168.1.195,6669,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:51.951636992,C4CDhY37aMO63u1IP7,162.248.88.215,62336,192.168.1.195,587,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:54.251954176,C6GmTB4hgxk2LKJNKk,162.248.88.215,62336,192.168.1.195,53,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 07:45:30.775362048,CWDC7k1ZK2pkljF198,192.168.1.195,123,89.221.218.101,123,udp,,0 days 00:00:00.000004,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:29.312760064,CO3ZnzTfV54hjFFa8,162.248.88.215,62336,192.168.1.195,8888,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:29.825508096,CE2UUTW1g3CFGAlX6,162.248.88.215,62336,192.168.1.195,587,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:58.133029888,Cq98hm2TuSwseM4ik8,192.168.1.195,51893,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:28.713752064,CRFJDJ8eynQeUH5h3,192.168.1.195,60009,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:44.925040128,CAjKVt1ceJNhz6D4p4,162.248.88.215,62336,192.168.1.195,587,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:54.433168896,CekBgf21y2JkHd1Xd1,162.248.88.215,62336,192.168.1.195,135,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:37.797612800,CmfGHa0I6YEjREeSe,192.168.1.195,15524,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:18.682498816,CCLM3FeuwcRoB721b,162.248.88.215,62336,192.168.1.195,445,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:12.587127808,CDvw3X3qIfRARBwAR2,192.168.1.195,25688,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:15.786227968,CZBMo71G3trsqoXnMc,162.248.88.215,62336,192.168.1.195,25,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:51.880163840,CEcB4u3qviiZSV2O25,192.168.1.195,42808,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:54.044128000,CNZNtE3ld2aCwMbh5h,162.248.88.215,62336,192.168.1.195,3389,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:19.205189888,C6ovMc4yvGukzntnhb,192.168.1.195,27319,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:28:36.064542976,COYiyV3R43f6iXHqIk,192.168.1.195,22792,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 19:57:32.774439168,CcTUMr3LD0HDQsqAo3,192.168.1.195,123,5.1.56.123,123,udp,,0 days 00:00:00.005496,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:27:05.114204928,C79kUG1tWfvnWXELQ7,192.168.1.195,2393,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:00.332899072,CNx10IqUCHWZtl242,162.248.88.215,62336,192.168.1.195,6668,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:44.921793024,Ck75Ja4wHZgl6y8HW1,162.248.88.215,62336,192.168.1.195,22,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:44.496187904,C6L0Ws33Ou11y7ILP2,192.168.1.195,5857,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:33.884006144,CphKz31uQPMuQiA2E5,162.248.88.215,62336,192.168.1.195,8000,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:48.178616064,CLSJPy4FeODC8lz4dl,192.168.1.195,40001,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:48.034693888,CpY7q3383D5Pu7q3Wa,192.168.1.195,5038,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:05.018007040,CtFaZ23Hg072Guxr5a,192.168.1.195,43036,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:34.425672960,CoM7r771gRcFV0EF2,192.168.1.195,34712,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:50.595150848,Cbhra43m7oUT3oVwN3,192.168.1.195,57494,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:32.063642112,Cyk2cL1IKVMiYwmLH8,192.168.1.195,57584,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:36.573581824,Crv2Tm1R7Cml0jJS94,192.168.1.195,13210,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:33.961963008,COYYbE7IqoW1Xamt6,192.168.1.195,6731,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:35.721925120,C0Bku5488VlHK8My9d,192.168.1.195,31956,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:57.852679936,CnizGB4RVJmQasl7h5,162.248.88.215,62336,192.168.1.195,20000,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:26.874193920,CVEDrk3ZmpdFGID2a2,192.168.1.195,25840,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:01.010656000,CfOmD61Cv5uo6XZ9Sj,192.168.1.195,27492,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:28.019859200,CArFFIFAk8d2tFqR3,162.248.88.215,62336,192.168.1.195,5223,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:44.165425152,Cb3Oj42zkeGyxFdPDf,162.248.88.215,62336,192.168.1.195,990,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:40.726443008,CM3c2rFV12wQkHdM3,162.248.88.215,62336,192.168.1.195,1080,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:56.425158912,CUqA0pkU9ZrgbOdx9,192.168.1.195,943,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:27.552732928,Cn1W901J3AgeF85lfj,162.248.88.215,62336,192.168.1.195,443,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:43.975852032,CAIRXUlFzjoNvjma6,162.248.88.215,62336,192.168.1.195,143,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:20.342147072,CdklEv2QP8QHaX6J08,162.248.88.215,62336,192.168.1.195,81,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:22.257181952,CaAqe7zZPhcdU8ck6,192.168.1.195,11671,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:28:43.096684032,CFu0mS1GfI8AESpOyg,162.248.88.215,62336,192.168.1.195,3389,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 23:12:46.775470080,CKYEgsvECv7htd2Qd,192.168.1.195,123,31.31.74.35,123,udp,,0 days 00:00:00.007743,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:25:02.786087936,CFTm3h11i8s6U3Boe1,192.168.1.195,44683,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:24.993513984,CnOlbv3y0yMJcC8Moa,192.168.1.195,9918,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
